Id_ARTICOLO              ;AAR_DESCRIZ                                       ;AAR_DESCRIZAGG                                    ;AAR_ART_TIPO        ;AAR_COD_MADRE        ;AAR_COD_RADICE       ;AAR_ID_UM                ;AAR_LISVEN01;AAR_LISVEN02;AAR_LISVEN03;AAR_LISVEN04;AAR_LISACQO1;AAR_ID_CLIFOR            ;AAR_LISACQO2;AAR_ID_CLIFOR_2         ;emptyColumn
PMONTEGRXX               ;SOFT**********************************************;                                                  ;ART-CODICE          ;PMONTEGR             ;PMONTE               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNARIZ                   ;FELPA NEW ARIZONA                                 ;                                                  ;ART-RADICE          ;                     ;                     ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNARIZAR                 ;FELPA NEW ARIZONA ARANCIO COTONE/POLIESTERE       ;                                                  ;ART-MADRE           ;                     ;                     ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNARIZAR L               ;FELPA NEW ARIZONA ARANCIO                         ;                                                  ;ART-CODICE          ;PNARIZAR             ;PNARIZ               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNARIZAR M               ;FELPA NEW ARIZONA ARANCIO                         ;                                                  ;ART-CODICE          ;PNARIZAR             ;PNARIZ               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNARIZAR S               ;FELPA NEW ARIZONA ARANCIO                         ;                                                  ;ART-CODICE          ;PNARIZAR             ;PNARIZ               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNARIZARXL               ;FELPA NEW ARIZONA ARANCIO                         ;                                                  ;ART-CODICE          ;PNARIZAR             ;PNARIZ               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNARIZARXX               ;FELPA NEW ARIZONA ARANCIO                         ;                                                  ;ART-CODICE          ;PNARIZAR             ;PNARIZ               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNARIZBL                 ;FELPA NEW ARIZONA BLU COTONE/POLIESTERE           ;                                                  ;ART-MADRE           ;                     ;                     ;NR                       ;            ;16,24;            ;            ;            ;0;            ;0;
PNARIZBLXX               ;FELPA NEW ARIZONA BLU COTONE/POLIESTERE           ;                                                  ;ART-CODICE          ;PNARIZBL             ;PNARIZ               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNARIZGR                 ;FELPA NEW ARIZONA GRIGIO COTONE/POLIESTERE        ;                                                  ;ART-MADRE           ;                     ;                     ;NR                       ;            ;16,24;            ;            ;            ;0;            ;0;
PNARIZGRXL               ;FELPA NEW ARIZONA GRIGIO COTONE/POLIESTERE        ;                                                  ;ART-CODICE          ;PNARIZGR             ;PNARIZ               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNARIZGRXX               ;FELPA NEW ARIZONA GRIGIO COTONE/POLIESTERE        ;                                                  ;ART-CODICE          ;PNARIZGR             ;PNARIZ               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNARIZNE                 ;FELPA NEW ARIZONA NERA COTONE/POLIESTERE          ;                                                  ;ART-MADRE           ;                     ;                     ;NR                       ;            ;16,24;            ;            ;            ;0;            ;0;
PNARIZNELL               ;FELPA NEW ARIZONA NERA COTONE/POLIESTERE          ;                                                  ;ART-CODICE          ;PNARIZNE             ;PNARIZ               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNDEVO                   ;PANTALONE NEW DEVON 95% COT.CANVAS-5% POL.        ;                                                  ;ART-RADICE          ;                     ;                     ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNDEVOBL                 ;PANTALONE NEW DEVON BLU 95% COT.CANVAS-5% POL.    ;                                                  ;ART-MADRE           ;                     ;                     ;NR                       ;            ;26,68;            ;            ;            ;0;            ;0;
PNDEVOBL L               ;PANTALONE NEW DEVON BLU 95% COT.CANVAS-5% POL.    ;                                                  ;ART-CODICE          ;PNDEVOBL             ;PNDEVO               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNDEVOBL M               ;PANTALONE NEW DEVON BLU 95% COT.CANVAS-5% POL.    ;                                                  ;ART-CODICE          ;PNDEVOBL             ;PNDEVO               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNDEVOBLXL               ;PANTALONE NEW DEVON BLU 95% COT.CANVAS-5% POL.    ;                                                  ;ART-CODICE          ;PNDEVOBL             ;PNDEVO               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNEUTRO                  ;ARTICOLO NEUTRO*                                  ;                                                  ;ART-CODICE          ;                     ;                     ;NM                       ;            ;            ;            ;            ;            ;0;            ;0;
PNFINL                   ;GIUBBOTTO NEW FINLAND                             ;                                                  ;ART-RADICE          ;                     ;                     ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNFINLBL                 ;GIUBBOTTO NEW FINLAND BLU                         ;XS-4XL                                            ;ART-MADRE           ;                     ;                     ;NR                       ;17,24;18,15;            ;17,24;            ;0;            ;0;
PNFINLBL L               ;GIUBBOTTO NEW FINLAND BLU                         ;                                                  ;ART-CODICE          ;PNFINLBL             ;PNFINL               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNFINLBL M               ;GIUBBOTTO NEW FINLAND BLU                         ;                                                  ;ART-CODICE          ;PNFINLBL             ;PNFINL               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNFINLBL S               ;GIUBBOTTO NEW FINLAND BLU                         ;                                                  ;ART-CODICE          ;PNFINLBL             ;PNFINL               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNFINLBLLL               ;GIUBBOTTO NEW FINLAND BLU                         ;                                                  ;ART-CODICE          ;PNFINLBL             ;PNFINL               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNFINLBLXL               ;GIUBBOTTO NEW FINLAND BLU                         ;                                                  ;ART-CODICE          ;PNFINLBL             ;PNFINL               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNFINLBLXX               ;GIUBBOTTO NEW FINLAND BLU                         ;                                                  ;ART-CODICE          ;PNFINLBL             ;PNFINL               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNFINLGR                 ;GIUBBOTTO NEW FINLAND GRIGIO                      ;S-XXXL                                            ;ART-MADRE           ;                     ;                     ;NR                       ;17,24;18,15;            ;17,24;            ;0;            ;0;
PNFINLGR L               ;GIUBBOTTO NEW FINLAND GRIGIO                      ;                                                  ;ART-CODICE          ;PNFINLGR             ;PNFINL               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNFINLGR M               ;GIUBBOTTO NEW FINLAND GRIGIO                      ;                                                  ;ART-CODICE          ;PNFINLGR             ;PNFINL               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNFINLGR S               ;GIUBBOTTO NEW FINLAND GRIGIO                      ;                                                  ;ART-CODICE          ;PNFINLGR             ;PNFINL               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNFINLGRLL               ;GIUBBOTTO NEW FINLAND GRIGIO                      ;                                                  ;ART-CODICE          ;PNFINLGR             ;PNFINL               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNFINLGRXL               ;GIUBBOTTO NEW FINLAND GRIGIO                      ;                                                  ;ART-CODICE          ;PNFINLGR             ;PNFINL               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNFINLGRXX               ;GIUBBOTTO NEW FINLAND GRIGIO                      ;                                                  ;ART-CODICE          ;PNFINLGR             ;PNFINL               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNFINLNE                 ;GIUBBOTTO NEW FINLAND NERO                        ;S-XXXL                                            ;ART-MADRE           ;                     ;                     ;NR                       ;17,24;18,15;            ;17,24;            ;0;            ;0;
PNFINLNE L               ;GIUBBOTTO NEW FINLAND NERO                        ;                                                  ;ART-CODICE          ;PNFINLNE             ;PNFINL               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNFINLNE M               ;GIUBBOTTO NEW FINLAND NERO                        ;                                                  ;ART-CODICE          ;PNFINLNE             ;PNFINL               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNFINLNEXL               ;GIUBBOTTO NEW FINLAND NERO                        ;                                                  ;ART-CODICE          ;PNFINLNE             ;PNFINL               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNFINLNEXX               ;GIUBBOTTO NEW FINLAND NERO                        ;                                                  ;ART-CODICE          ;PNFINLNE             ;PNFINL               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNFINLRY                 ;GIUBBOTTO NEW FINLAND ROYAL                       ;S-XXXL                                            ;ART-MADRE           ;                     ;                     ;NR                       ;17,24;18,15;            ;17,24;            ;0;            ;0;
PNFINLRY L               ;GIUBBOTTO NEW FINLAND ROYAL                       ;                                                  ;ART-CODICE          ;PNFINLRY             ;PNFINL               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNFINLRY S               ;GIUBBOTTO NEW FINLAND ROYAL                       ;                                                  ;ART-CODICE          ;PNFINLRY             ;PNFINL               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNFINLRYLL               ;GIUBBOTTO NEW FINLAND ROYAL                       ;                                                  ;ART-CODICE          ;PNFINLRY             ;PNFINL               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNFINLRYXL               ;GIUBBOTTO NEW FINLAND ROYAL                       ;                                                  ;ART-CODICE          ;PNFINLRY             ;PNFINL               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNFINLRYXX               ;GIUBBOTTO NEW FINLAND ROYAL                       ;                                                  ;ART-CODICE          ;PNFINLRY             ;PNFINL               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNITAL                   ;FELPA NEW ITALY COTONE/POLIESTERE                 ;                                                  ;ART-MADRE           ;                     ;                     ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNITAL   L               ;FELPA NEW ITALY COTONE/POLIESTERE                 ;                                                  ;ART-CODICE          ;PNITAL               ;PNITAL               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNMADR                   ;GILET NEW MADRID POLYESTERE PONGEE                ;                                                  ;ART-RADICE          ;                     ;                     ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNMADRNE                 ;GILET NEW MADRID POLYESTERE PONGEE NERO           ;                                                  ;ART-MADRE           ;                     ;                     ;NR                       ;            ;15,66;            ;            ;            ;0;            ;0;
PNMADRNE L               ;GILET NEW MADRID POLYESTERE PONGEE NERO           ;                                                  ;ART-CODICE          ;PNMADRNE             ;PNMADR               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNMADRNE M               ;GILET NEW MADRID POLYESTERE PONGEE NERO           ;                                                  ;ART-CODICE          ;PNMADRNE             ;PNMADR               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNMADRNE S               ;GILET NEW MADRID POLYESTERE PONGEE NERO           ;                                                  ;ART-CODICE          ;PNMADRNE             ;PNMADR               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNMADRNEXL               ;GILET NEW MADRID POLYESTERE PONGEE NERO           ;                                                  ;ART-CODICE          ;PNMADRNE             ;PNMADR               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNMARS                   ;POLO NEW MARSIGLIA M/L 100% COTONE                ;                                                  ;ART-RADICE          ;                     ;                     ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNMARSBI                 ;POLO NEW MARSIGLIA M/L BIANCA 100% COTONE         ;                                                  ;ART-MADRE           ;                     ;                     ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNMARSBI L               ;POLO NEW MARSIGLIA M/L BIANCA 100% COTONE         ;                                                  ;ART-CODICE          ;PNMARSBI             ;PNMARS               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNMARSBI M               ;POLO NEW MARSIGLIA M/L BIANCA 100% COTONE         ;                                                  ;ART-CODICE          ;PNMARSBI             ;PNMARS               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNMARSBI S               ;POLO NEW MARSIGLIA M/L BIANCA 100% COTONE         ;                                                  ;ART-CODICE          ;PNMARSBI             ;PNMARS               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNMARSBIXL               ;POLO NEW MARSIGLIA M/L BIANCA 100% COTONE         ;                                                  ;ART-CODICE          ;PNMARSBI             ;PNMARS               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNMARSBIXX               ;POLO NEW MARSIGLIA M/L BIANCA 100% COTONE         ;                                                  ;ART-CODICE          ;PNMARSBI             ;PNMARS               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNMARSRO                 ;POLO NEW MARSIGLIA M/L ROSSO 100% COTONE          ;                                                  ;ART-MADRE           ;                     ;                     ;NR                       ;            ;8,12;            ;            ;            ;0;            ;0;
PNMARSRO L               ;POLO NEW MARSIGLIA M/L ROSSO 100% COTONE          ;                                                  ;ART-CODICE          ;PNMARSRO             ;PNMARS               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNMARSRO M               ;POLO NEW MARSIGLIA M/L ROSSO 100% COTONE          ;                                                  ;ART-CODICE          ;PNMARSRO             ;PNMARS               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNMARSROXX               ;POLO NEW MARSIGLIA M/L ROSSO 100% COTONE          ;                                                  ;ART-CODICE          ;PNMARSRO             ;PNMARS               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNMARSRY                 ;POLO NEW MARSIGLIA M/L ROYAL 100% COTONE          ;                                                  ;ART-MADRE           ;                     ;                     ;NR                       ;            ;8,12;            ;            ;            ;0;            ;0;
PNMARSRY M               ;POLO NEW MARSIGLIA M/L ROYAL 100% COTONE          ;                                                  ;ART-CODICE          ;PNMARSRY             ;PNMARS               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNMARSRY S               ;POLO NEW MARSIGLIA M/L ROYAL 100% COTONE          ;                                                  ;ART-CODICE          ;PNMARSRY             ;PNMARS               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNNIAG                   ;COMPLETO NEW NIAGARA GIACCA/PANT NYLON SPALM.PVC  ;                                                  ;ART-RADICE          ;                     ;                     ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNNIAGGI                 ;COMP.NEW NIAGARA GIACCA/PANT GIALLO NYLON SP.PVC  ;                                                  ;ART-MADRE           ;                     ;                     ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNNIAGGI M               ;COMP.NEW NIAGARA GIACCA/PANT GIALLO NYLON SP.PVC  ;                                                  ;ART-CODICE          ;PNNIAGGI             ;PNNIAG               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNNIAGGIXL               ;COMP.NEW NIAGARA GIACCA/PANT GIALLO NYLON SP.PVC  ;                                                  ;ART-CODICE          ;PNNIAGGI             ;PNNIAG               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNNIAGGIXX               ;COMP.NEW NIAGARA GIACCA/PANT GIALLO NYLON SP.PVC  ;                                                  ;ART-CODICE          ;PNNIAGGI             ;PNNIAG               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNOREG                   ;FELPA NEW OREGON COTONE/POLIESTERE                ;                                                  ;ART-RADICE          ;                     ;                     ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNOREGNE                 ;FELPA NEW OREGON NERA COTONE/POLIESTERE           ;                                                  ;ART-MADRE           ;                     ;                     ;NR                       ;            ;13,34;            ;            ;            ;0;            ;0;
PNOREGNEXX               ;FELPA NEW OREGON NERA COTONE/POLIESTERE           ;                                                  ;ART-CODICE          ;PNOREGNE             ;PNOREG               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNORWI                   ;GILET NORWICH IN NYLON 400 D                      ;                                                  ;ART-RADICE          ;                     ;                     ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNORWINE                 ;GILET NORWICH NERO IN NYLON 400 D                 ;                                                  ;ART-MADRE           ;                     ;                     ;NR                       ;            ;13,34;            ;            ;            ;0;            ;0;
PNORWINE L               ;GILET NORWICH NERO IN NYLON 400 D                 ;                                                  ;ART-CODICE          ;PNORWINE             ;PNORWI               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNORWINE M               ;GILET NORWICH NERO IN NYLON 400 D                 ;                                                  ;ART-CODICE          ;PNORWINE             ;PNORWI               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNORWINEXL               ;GILET NORWICH NERO IN NYLON 400 D                 ;                                                  ;ART-CODICE          ;PNORWINE             ;PNORWI               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSCOT                   ;GIUBBOTTO NEW SCOTLAND                            ;                                                  ;ART-RADICE          ;                     ;                     ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSCOTBL                 ;GIUBBOTTO NEW SCOTLAND BLU                        ;XS-4XL                                            ;ART-MADRE           ;                     ;                     ;NR                       ;17,77;18,7;            ;17,77;            ;0;            ;0;
PNSCOTBL L               ;GIUBBOTTO NEW SCOTLAND BLU                        ;                                                  ;ART-CODICE          ;PNSCOTBL             ;PNSCOT               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSCOTBL M               ;GIUBBOTTO NEW SCOTLAND BLU                        ;                                                  ;ART-CODICE          ;PNSCOTBL             ;PNSCOT               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSCOTBL S               ;GIUBBOTTO NEW SCOTLAND BLU                        ;                                                  ;ART-CODICE          ;PNSCOTBL             ;PNSCOT               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSCOTBL4X               ;GIUBBOTTO NEW SCOTLAND BLU                        ;                                                  ;ART-CODICE          ;PNSCOTBL             ;PNSCOT               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSCOTBLLL               ;GIUBBOTTO NEW SCOTLAND BLU                        ;                                                  ;ART-CODICE          ;PNSCOTBL             ;PNSCOT               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSCOTBLXL               ;GIUBBOTTO NEW SCOTLAND BLU                        ;                                                  ;ART-CODICE          ;PNSCOTBL             ;PNSCOT               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSCOTBLXX               ;GIUBBOTTO NEW SCOTLAND BLU                        ;                                                  ;ART-CODICE          ;PNSCOTBL             ;PNSCOT               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSCOTGR                 ;GIUBBOTTO NEW SCOTLAND GRIGIO                     ;M-XXXL                                            ;ART-MADRE           ;                     ;                     ;NR                       ;17,77;18,7;            ;17,77;            ;0;            ;0;
PNSCOTGR L               ;GIUBBOTTO NEW SCOTLAND GRIGIO                     ;                                                  ;ART-CODICE          ;PNSCOTGR             ;PNSCOT               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSCOTGR M               ;GIUBBOTTO NEW SCOTLAND GRIGIO                     ;                                                  ;ART-CODICE          ;PNSCOTGR             ;PNSCOT               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSCOTGRLL               ;GIUBBOTTO NEW SCOTLAND GRIGIO                     ;                                                  ;ART-CODICE          ;PNSCOTGR             ;PNSCOT               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSCOTGRXL               ;GIUBBOTTO NEW SCOTLAND GRIGIO                     ;                                                  ;ART-CODICE          ;PNSCOTGR             ;PNSCOT               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSCOTGRXX               ;GIUBBOTTO NEW SCOTLAND GRIGIO                     ;                                                  ;ART-CODICE          ;PNSCOTGR             ;PNSCOT               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSCOTNE                 ;GIUBBOTTO NEW SCOTLAND NERO                       ;M-XXXL                                            ;ART-MADRE           ;                     ;                     ;NR                       ;17,77;18,7;            ;17,77;            ;0;            ;0;
PNSCOTNE L               ;GIUBBOTTO NEW SCOTLAND NERO                       ;                                                  ;ART-CODICE          ;PNSCOTNE             ;PNSCOT               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSCOTNE M               ;GIUBBOTTO NEW SCOTLAND NERO                       ;                                                  ;ART-CODICE          ;PNSCOTNE             ;PNSCOT               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSCOTNEXL               ;GIUBBOTTO NEW SCOTLAND NERO                       ;                                                  ;ART-CODICE          ;PNSCOTNE             ;PNSCOT               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSCOTNEXX               ;GIUBBOTTO NEW SCOTLAND NERO                       ;                                                  ;ART-CODICE          ;PNSCOTNE             ;PNSCOT               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSCOTRO                 ;GIUBBOTTO NEW SCOTLAND ROSSO                      ;M-XXXL                                            ;ART-MADRE           ;                     ;                     ;NR                       ;17,77;18,7;            ;17,77;            ;0;            ;0;
PNSCOTRO L               ;GIUBBOTTO NEW SCOTLAND ROSSO                      ;                                                  ;ART-CODICE          ;PNSCOTRO             ;PNSCOT               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSCOTRO M               ;GIUBBOTTO NEW SCOTLAND ROSSO                      ;                                                  ;ART-CODICE          ;PNSCOTRO             ;PNSCOT               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSCOTROXL               ;GIUBBOTTO NEW SCOTLAND ROSSO                      ;                                                  ;ART-CODICE          ;PNSCOTRO             ;PNSCOT               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSCOTVE                 ;GIUBBOTTO NEW SCOTLAND VERDE                      ;M-XXXL                                            ;ART-MADRE           ;                     ;                     ;NR                       ;17,77;18,7;            ;17,77;            ;0;            ;0;
PNSCOTVE L               ;GIUBBOTTO NEW SCOTLAND VERDE                      ;                                                  ;ART-CODICE          ;PNSCOTVE             ;PNSCOT               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSCOTVE M               ;GIUBBOTTO NEW SCOTLAND VERDE                      ;                                                  ;ART-CODICE          ;PNSCOTVE             ;PNSCOT               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSCOTVEXL               ;GIUBBOTTO NEW SCOTLAND VERDE                      ;                                                  ;ART-CODICE          ;PNSCOTVE             ;PNSCOT               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSCOTVEXX               ;GIUBBOTTO NEW SCOTLAND VERDE                      ;                                                  ;ART-CODICE          ;PNSCOTVE             ;PNSCOT               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSHAN                   ;GILET NEW SHANGHAI NYLON IMPERMEABILE             ;                                                  ;ART-RADICE          ;                     ;                     ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSHANBL                 ;GILET NEW SHANGHAI BLU NYLON IMPERMEABILE         ;                                                  ;ART-MADRE           ;                     ;                     ;NR                       ;            ;9,57;            ;            ;            ;0;            ;0;
PNSHANBLXL               ;GILET NEW SHANGHAI BLU NYLON IMPERMEABILE         ;                                                  ;ART-CODICE          ;PNSHANBL             ;PNSHAN               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSHANBLXX               ;GILET NEW SHANGHAI BLU NYLON IMPERMEABILE         ;                                                  ;ART-CODICE          ;PNSHANBL             ;PNSHAN               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSING                   ;FELPA NEW SINGAPORE                               ;280 GR/MQ.                                        ;ART-RADICE          ;                     ;                     ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSINGBL                 ;FELPA NEW SINGAPORE BLU                           ;280 GR/MQ.                                        ;ART-MADRE           ;                     ;                     ;NR                       ;12,02;12,65;            ;12,02;            ;0;            ;0;
PNSINGBL L               ;FELPA NEW SINGAPORE BLU                           ;                                                  ;ART-CODICE          ;PNSINGBL             ;PNSING               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSINGBL M               ;FELPA NEW SINGAPORE BLU                           ;                                                  ;ART-CODICE          ;PNSINGBL             ;PNSING               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSINGBL S               ;FELPA NEW SINGAPORE BLU                           ;                                                  ;ART-CODICE          ;PNSINGBL             ;PNSING               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSINGBLLL               ;FELPA NEW SINGAPORE BLU                           ;                                                  ;ART-CODICE          ;PNSINGBL             ;PNSING               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSINGBLXL               ;FELPA NEW SINGAPORE BLU                           ;                                                  ;ART-CODICE          ;PNSINGBL             ;PNSING               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSINGBLXX               ;FELPA NEW SINGAPORE BLU                           ;                                                  ;ART-CODICE          ;PNSINGBL             ;PNSING               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSINGGR                 ;FELPA NEW SINGAPORE GRIGIO                        ;280 GR/MQ.                                        ;ART-MADRE           ;                     ;                     ;NR                       ;12,02;12,65;            ;12,02;            ;0;            ;0;
PNSINGGR L               ;FELPA NEW SINGAPORE GRIGIO                        ;                                                  ;ART-CODICE          ;PNSINGGR             ;PNSING               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSINGGR M               ;FELPA NEW SINGAPORE GRIGIO                        ;                                                  ;ART-CODICE          ;PNSINGGR             ;PNSING               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSINGGR S               ;FELPA NEW SINGAPORE GRIGIO                        ;                                                  ;ART-CODICE          ;PNSINGGR             ;PNSING               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSINGGRXL               ;FELPA NEW SINGAPORE GRIGIO                        ;                                                  ;ART-CODICE          ;PNSINGGR             ;PNSING               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSINGGRXX               ;FELPA NEW SINGAPORE GRIGIO                        ;                                                  ;ART-CODICE          ;PNSINGGR             ;PNSING               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSINGNE                 ;FELPA NEW SINGAPORE NERO                          ;280 GR/MQ.                                        ;ART-MADRE           ;                     ;                     ;NR                       ;12,02;12,65;            ;12,02;            ;0;            ;0;
PNSINGNE L               ;FELPA NEW SINGAPORE NERO                          ;                                                  ;ART-CODICE          ;PNSINGNE             ;PNSING               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSINGNE M               ;FELPA NEW SINGAPORE NERO                          ;                                                  ;ART-CODICE          ;PNSINGNE             ;PNSING               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSINGNE S               ;FELPA NEW SINGAPORE NERO                          ;                                                  ;ART-CODICE          ;PNSINGNE             ;PNSING               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSINGNEXL               ;FELPA NEW SINGAPORE NERO                          ;                                                  ;ART-CODICE          ;PNSINGNE             ;PNSING               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSINGNEXX               ;FELPA NEW SINGAPORE NERO                          ;                                                  ;ART-CODICE          ;PNSINGNE             ;PNSING               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSINGRO                 ;FELPA NEW SINGAPORE ROSSO                         ;280 GR/MQ.                                        ;ART-MADRE           ;                     ;                     ;NR                       ;12,02;12,65;            ;12,02;            ;0;            ;0;
PNSINGRO L               ;FELPA NEW SINGAPORE ROSSO                         ;                                                  ;ART-CODICE          ;PNSINGRO             ;PNSING               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
PNSINGRO M               ;FELPA NEW SINGAPORE ROSSO                         ;                                                  ;ART-CODICE          ;PNSINGRO             ;PNSING               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
